ra,dec,ug,gi,iK,JK,logP,Ampl,skew,kurt,magMed,nObs,LCtype,LINEARobjectID
162.413193,46.705811,1232,37,735,380,-0.2725742,636,-65,-554,15.88,208,1,23393175,
163.057037,50.799461,1060,-102,1383,246,-0.2104228,401,-492,-677,14.78,212,1,23403310,
162.670227,1165,334,912,-37,-0.2371849,868,152,1668,16.70,561,1,23413190,
163.487244,-3.088917,1177,280,906,53,-0.2635812,943,743,4412,16.65,235,1,23425255,
163.061188,52.577461,1165,117,989,350,-0.4439811,367,473,-185,15.02,217,2,23430256,
162.491379,52.481682,1111,290,1049,306,-0.1134529,569,-569,-743,14.33,245,1,23430800,
162.850967,53.738121,1253,327,1081,159,-0.2021925,400,5355,45526,15.93,225,1,23432391,
163.737076,54.470642,1193,-308,531,277,-0.3431107,1018,-608,-570,15.70,215,1,23434892,
163.835754,54.077389,1214,-170,532,179,-0.3162012,824,-1063,599,15.22,233,1,23435891,
162.012680,55.702785,1162,324,1225,346,-0.2953965,978,-686,-827,16.59,233,1,23442384,
163.807480,56.796539,1124,202,1265,303,-0.2662051,736,-1140,524,15.31,185,1,23442649,
162.548233,63.760406,1131,323,1355,291,-0.2296806,395,-967,-129,14.91,134,1,23457304,
162.845398,64.061699,1215,-56,548,239,-0.2608185,799,-277,-1290,15.91,226,1,23459192,
162.174774,66.850143,1253,-53,827,234,-0.3395254,986,-864,-474,15.32,230,1,23459557,
162.136200,1248,-133,884,596,-0.2283567,566,-491,397,16.80,537,1,23488126,
165.241806,1173,133,910,158,-0.4499747,420,27,-524,16.11,455,2,23500879,
164.928940,1156,278,1179,131,-0.3002403,870,-944,30,15.57,549,1,23508801,
165.782272,1233,-182,851,415,-0.5548303,358,-4,-828,16.51,453,2,23509389,
164.220993,1170,342,1050,275,-0.3364649,772,-871,-391,14.48,413,1,23509480,
164.729218,1270,-30,823,220,-0.4833985,352,154,-1109,15.37,484,2,23510796,
165.191589,1205,65,1155,379,-0.4452880,414,91,-1001,16.54,486,2,23510864,
164.552353,-0.094543,1148,386,1152,368,-0.1966672,395,-217,-1272,15.58,423,1,23520772,
163.998749,11.598315,1193,68,766,266,-0.2866178,934,-407,-475,16.66,576,1,23526938,
164.086121,14.492009,780,553,1675,203,-0.2798564,767,-665,-852,14.56,267,1,23541639,
164.669205,16.018055,1249,101,939,237,-0.2887269,769,-661,-544,15.62,303,1,23555046,
165.976761,-247,369,300,-0.2219465,712,-1018,78,14.70,103,1,23575155,
164.822647,57,1027,309,-0.4689095,325,-455,-1198,15.81,94,2,23589682,
164.447388,184,945,236,-0.1900425,467,565,-826,15.81,64,1,23594389,
165.886353,22.197466,1191,204,657,-55,-0.2197972,477,48,791,16.53,286,1,23596342,
165.247559,21.800442,1146,262,1260,259,-0.2885302,944,-822,-414,16.07,315,1,23598918,
164.921753,21.711613,1260,-91,601,60,-0.3760791,432,90,-1227,15.54,315,2,23603002,
165.176224,22.397226,1216,-79,865,289,-0.3287577,678,-1001,514,15.38,344,1,23604060,
165.657440,23.237589,1201,69,1005,410,-0.4383620,446,-640,-90,15.21,295,2,23624228,
165.192780,357,1347,403,-0.1583746,607,-560,-752,15.31,90,1,23634524,
164.991806,27.586103,1188,271,1423,227,-0.3545286,894,-596,-672,16.20,299,1,23653629,
165.298080,30.312065,1250,152,989,361,-0.1875492,385,-134,-553,16.50,296,1,23663191,
165.264572,1146,130,903,294,-0.5799370,494,-533,-912,15.85,572,2,23675270,
165.784866,36.400478,1241,-163,799,481,-0.2021255,877,-683,-629,16.64,319,1,23707868,
164.431793,38.780048,592,452,1549,123,-0.4335566,571,-404,567,14.01,304,2,23709941,
164.988129,37.838951,1154,176,954,163,-0.4526721,587,-114,-798,16.03,294,2,23713423,
165.441391,40.755287,1171,369,1247,349,-0.1687229,488,-136,-475,15.08,97,1,23723507,
165.963303,48.896664,1215,127,913,410,-0.2845198,516,-660,-673,15.76,56,1,23744822,
165.701706,49.840427,1199,350,1010,259,-0.1984742,521,278,985,15.88,282,1,23751553,
165.764099,50.567635,1197,281,1108,348,-0.2211168,588,30,-1014,15.15,257,1,23753803,
164.099594,585,513,561,331,-0.2301997,588,-236,-185,14.45,584,1,23755220,
165.473434,1161,10,851,221,-0.4331419,395,109,-1211,15.09,525,2,23767174,
164.918411,1167,359,1250,236,-0.2044703,774,-439,-848,14.16,512,1,23767975,
164.689133,-3.193326,1171,3,927,296,-0.5661246,433,335,-57,15.99,365,2,23769590,
164.003708,54.162525,1198,308,1100,265,-0.2346929,733,405,169,16.95,254,1,23779292,
164.600632,57.584915,1211,361,1025,208,-0.1861502,346,-25,-1044,14.90,146,1,23787710,
164.092804,57.089439,1202,264,1157,237,-0.2996131,836,-1002,-20,15.43,184,1,23791415,
164.378433,65.131866,1221,291,1069,292,-0.3346723,955,-734,-437,15.60,196,1,23805638,
164.688248,1235,-77,571,-17,-0.5867438,272,313,-572,16.17,99,2,23823321,
167.119675,1136,288,1115,447,-0.2304299,831,-477,-497,16.53,388,1,23846316,
166.302139,1161,352,1059,411,-0.2304551,530,-344,-843,14.51,451,1,23848605,
167.879776,1224,83,1000,93,-0.5088036,480,53,-1086,16.41,557,2,23849325,
166.122803,1141,343,772,142,-0.2470547,789,-897,-228,15.94,519,1,23852287,
167.572708,1161,39,1109,303,-0.4401472,470,1069,5277,16.84,559,2,23854876,
167.350845,-0.753471,1145,341,1183,221,-0.1727432,708,-550,-739,16.47,405,1,23857672,
166.814545,1192,7,700,198,-0.5153059,379,248,-1385,14.96,446,2,23867624,
166.677216,11.129531,1194,342,1245,294,-0.2292982,610,-414,-702,16.28,476,1,23876082,
167.098572,15.675070,1194,76,863,224,-0.2494738,670,-606,-386,16.04,323,1,23898397,
167.259338,15.164564,1124,364,1345,204,-0.1380076,623,-300,-1076,14.49,296,1,23900947,
167.597488,353,1340,344,-0.1680375,643,-290,-1301,15.46,103,1,23928707,
167.816666,19.949207,1145,242,971,-290,-0.2998867,868,-950,-74,16.81,325,1,23939214,
167.707825,317,1177,337,-0.2652722,798,-1118,328,14.87,93,1,23950108,
166.415771,311,981,142,-0.2430826,612,-85,-975,16.27,94,1,23956577,
166.969223,22.700155,1187,-71,797,392,-0.2495718,590,-320,-700,15.65,234,1,23959372,
167.140213,21.877279,1194,-10,781,228,-0.4219720,630,-432,-309,16.10,359,2,23968149,
167.183990,24.074015,1190,46,1060,345,-0.2643260,797,-653,-804,15.81,311,1,23976465,
166.272034,23.352488,1048,1270,918,251,-0.3313178,661,-809,-114,14.16,299,1,23978324,
166.701019,1137,146,1372,640,-0.2302454,570,86,172,16.52,569,1,24010683,
166.692474,1155,82,1121,517,-0.2785785,677,-615,347,16.34,555,1,24011670,
166.033005,1149,310,1225,545,-0.2861124,789,-524,-556,16.55,574,1,24019356,
167.871841,1139,314,1406,550,-0.2656875,611,84,2645,15.75,584,1,24020106,
166.915985,32.852448,1239,63,676,254,-0.2159008,531,2966,14341,16.08,162,1,24031026,
167.641525,35.378502,1174,139,948,218,-0.1946249,339,156,-732,16.06,307,1,24047958,
167.590836,35.780663,1209,98,1087,358,-0.4553231,543,1710,9074,15.73,252,2,24050838,
166.427017,36.735939,1180,328,1122,583,-0.2115304,571,-142,-724,16.91,308,1,24050914,
166.915939,40.565899,1217,337,894,192,-0.2497671,781,-446,-946,15.65,251,1,24061070,
166.040253,39.521564,1201,71,741,40,-0.2300846,622,650,4007,16.19,321,1,24062437,
167.106125,42.993828,1143,368,864,-16,-0.2380684,824,391,2585,16.61,222,1,24066534,
167.601166,42.814812,1235,172,1015,306,-0.2387715,577,-341,-946,14.13,223,1,24067158,
167.724945,49.636093,1170,346,1113,345,-0.2378453,729,-192,-1188,16.43,276,1,24092990,
167.069611,50.334270,1248,-155,446,304,-0.2955354,925,-1038,122,15.59,248,1,24095807,
167.328415,1119,127,1102,242,-0.4814913,450,268,-736,16.74,549,2,24096912,
166.745560,1176,30,1265,624,-0.4463767,440,80,-493,16.76,542,2,24105592,
166.391724,1212,183,806,32,-0.1863423,517,232,396,16.87,520,1,24107664,
166.852844,51.013634,1205,-158,653,198,-0.4597919,597,-537,-38,16.09,256,2,24111769,
166.221359,54.907127,1217,119,845,371,-0.2383194,507,-1096,555,15.87,216,1,24116401,
167.816437,54.607952,1155,302,1309,165,-0.3131743,950,-927,-339,16.19,243,1,24119124,
166.355713,59.641239,1195,-176,617,177,-0.4632472,442,-437,-1077,14.35,187,2,24133952,
167.219833,62.629169,1183,362,1078,354,-0.2445741,854,-181,-536,16.10,152,1,24136755,
166.243347,1078,30,1045,341,-0.2103643,776,495,5149,15.50,611,1,24153038,
167.072662,75.864197,1178,362,1190,249,-0.1954851,415,-359,-887,15.54,161,1,24164684,
167.146149,10.167274,1257,-22,934,298,-0.2782603,734,-803,-278,15.57,521,1,24170603,
168.356354,1183,326,1212,293,-0.2349696,358,-931,444,14.66,411,1,24185328,
168.934219,1181,169,1146,-15,-0.3276638,887,-791,-584,15.52,596,1,24192279,
169.624832,-0.764479,1223,75,879,231,-0.5321005,389,291,98,15.04,425,2,24199965,
168.384415,11.330193,1276,-168,650,109,-0.5205111,331,-388,-1330,14.40,387,2,24212287,
169.315643,11.390726,1137,148,1159,313,-0.4178468,444,257,-441,16.19,546,2,24216004,
169.956802,-9.422110,1171,295,1043,124,-0.1994940,706,-701,-542,15.36,157,1,24224853,
169.589615,317,877,-189,-0.2452053,663,-339,-734,16.35,122,1,24225732,
168.912186,14.702878,1080,201,1132,286,-0.2245265,631,-466,-1142,15.85,322,1,24231910,
168.042282,14.453254,1199,189,921,189,-0.2039060,452,-223,-1111,15.81,375,1,24236445,
168.879425,14.579212,1150,85,1079,276,-0.2935997,697,-1228,1459,16.46,315,1,24237469,
168.346405,102,1001,247,-0.4531378,430,64,-1039,16.31,143,2,24243490,
168.606812,350,1226,187,-0.2221919,733,-46,-1257,15.91,143,1,24245797,
169.975388,261,1255,230,-0.2309625,640,-567,-770,16.04,143,1,24248209,
168.594818,-41,572,-4,-0.1982191,622,-252,-658,16.46,125,1,24249206,
168.156281,61,759,317,-0.2033063,630,-250,-939,16.15,134,1,24249490,
168.568771,248,968,289,-0.1237741,359,-179,-904,15.34,141,1,24251229,
169.342041,15.899994,1177,-89,781,335,-0.5357460,575,956,4105,15.06,303,2,24257481,
168.479218,16.244688,1207,-72,762,180,-0.4577586,400,-126,-857,15.59,338,2,24262387,
168.066498,16.807838,1150,265,877,-29,-0.2215130,562,-200,-731,16.57,329,1,24262890,
168.673492,359,1200,359,-0.1860402,454,74,-765,15.28,99,1,24264172,
117.988640,48.671310,2000,1355,2129,695,-0.6219438,676,753,107,17.00,225,5,2522,
117.369339,49.340282,1192,428,842,392,-0.3946486,322,463,-891,14.19,126,5,4822,
117.058571,67.081459,1612,936,1583,679,-0.5971971,573,1161,438,16.16,178,5,17249,
119.858231,39.112766,1455,265,1173,458,-0.3675812,459,701,-593,14.17,200,5,18469,
118.590958,45.603470,1382,757,1345,456,-0.4778506,281,1840,7942,15.31,240,5,28800,
118.729774,49.897243,1251,664,1360,389,-0.5824636,416,399,-774,15.84,252,5,41937,
118.065262,49.799538,1913,1081,1643,663,-0.6259798,665,863,-470,14.62,258,5,44914,
119.974869,49.285240,1132,-321,1271,238,-0.1902424,343,1284,783,14.41,195,4,45831,
118.184418,52.422985,992,256,827,300,-0.2012023,556,3925,29284,15.28,254,5,51570,
119.304802,52.414425,1621,971,1782,619,-0.6111265,669,649,-727,16.30,227,5,51934,
118.446602,52.062500,1101,526,1017,261,-0.4883826,397,728,-373,16.22,275,5,56340,
118.242096,53.479671,1124,582,1464,403,-0.5291942,405,533,-374,16.31,295,5,60758,
119.208870,53.297028,1104,432,1606,447,-0.3787074,630,1370,1277,16.04,276,5,62758,
118.558907,66.438171,1059,-169,1246,235,-0.3586469,471,641,-870,14.79,215,5,71063,
118.765678,67.036583,1088,488,1090,312,-0.4627175,413,723,-691,15.07,192,5,74545,
121.969543,38.063583,2337,1588,2277,843,-0.2587262,486,1566,2860,16.65,254,4,89711,
120.727234,39.457409,1575,845,1763,624,-0.4441380,435,390,-818,14.35,162,5,92599,
121.786095,40.659836,2481,2151,2523,814,-0.1775631,299,3689,14560,14.84,289,4,92986,
120.846008,39.515377,1935,3615,3472,857,-0.6538975,377,2845,12178,15.80,300,4,98679,
120.249374,41.973755,1091,590,1578,697,-0.2868691,938,1867,4308,16.70,242,4,110206,
120.950394,42.956535,1610,941,1452,601,-0.5119021,489,827,9,16.27,279,5,114416,
120.488205,44.244068,1854,1070,1633,663,-0.5757982,481,651,-515,16.32,214,5,124162,
121.413345,43.221001,2239,1249,2546,512,-0.5051166,792,923,-102,15.66,293,5,124320,
120.541634,43.337402,1073,413,811,47,-0.4821973,601,651,-395,16.33,282,5,124419,
120.466660,46.409618,1246,519,1142,334,-0.4015060,325,-131,903,16.13,280,5,133089,
121.530014,45.064320,1642,966,1751,578,-0.2202823,401,2418,6269,15.97,228,4,136986,
120.627167,47.132004,1488,927,1742,523,-0.5600723,565,649,-799,15.50,317,5,142124,
120.398354,48.566288,2216,1435,1828,675,-0.4951107,347,932,155,16.13,151,5,146540,
121.450989,47.980125,1392,726,1268,333,-0.5370483,532,851,-134,16.33,276,5,147242,
121.092033,50.896572,1131,434,1519,409,0.0307660,673,2525,6570,16.29,281,4,154606,
120.655930,51.855766,1258,638,1240,521,-0.4899163,413,1427,2882,15.28,298,5,161865,
120.980934,55.858757,1098,429,1316,348,-0.4940622,320,12,-1314,15.12,204,5,177235,
121.912880,56.446732,669,90,1551,207,-0.3497585,435,364,-1080,14.64,159,5,178224,
121.012207,56.445728,1464,828,1638,550,-0.5334883,347,361,-374,16.19,218,5,180870,
121.974594,57.529190,1203,534,1524,293,-0.6032097,558,146,-1264,15.12,76,5,182540,
120.356339,67.095367,1707,859,1995,456,-0.6526271,444,1117,-53,14.53,44,5,190201,
123.834671,27.143744,1180,125,1075,359,0.2392487,457,3156,9616,15.19,556,4,192088,
123.677246,30.648664,1052,545,1110,474,-0.4036690,416,462,-723,14.55,367,5,199576,
123.886024,30.248447,1554,851,1478,538,-0.5423164,562,863,-571,15.17,396,5,200595,
122.590416,32.669827,1167,592,1315,432,-0.1505099,489,707,-54,14.32,253,5,216529,
122.951942,33.957371,1472,742,1483,552,-0.0632903,346,2215,5121,15.28,337,4,221694,
122.273727,33.178951,1641,948,1361,517,-0.5788998,616,700,-608,14.99,157,5,224940,
122.956139,33.076248,1585,737,1333,458,-0.5001508,775,661,-650,14.04,351,5,225320,
123.103722,36.630051,1697,930,1570,543,-0.5651183,400,320,-636,16.41,271,5,243018,
122.252640,37.530827,1895,967,1586,585,-0.5435929,544,853,-464,15.37,311,5,251676,
123.841232,38.517918,1074,406,1141,359,-0.3331564,658,1039,904,16.73,382,5,252284,
121.999924,37.627151,1788,441,2095,587,-0.5778404,464,297,-1129,14.36,256,5,252649,
122.746391,37.732616,1938,961,1574,491,-0.5069939,471,4613,27189,15.82,317,5,255857,
122.011208,37.209038,1171,648,1430,385,-0.5561224,600,951,3115,16.97,313,5,257977,
122.258354,39.299534,1428,813,1481,508,-0.6104087,368,250,-1147,15.74,245,5,266435,
123.175056,40.398071,1046,415,973,279,-0.4933854,349,362,-1250,15.37,274,5,269954,
123.838890,39.346272,1770,1028,1512,858,-0.6193312,656,722,-457,16.67,244,5,271720,
122.114456,41.943455,1368,648,1377,457,0.0115243,447,1572,2044,15.98,249,4,283417,
123.437958,42.538025,1431,653,1696,425,-0.5551748,614,854,-470,15.23,317,5,284356,
123.022774,42.860603,1696,973,1618,582,-0.5895839,359,607,174,16.23,304,5,284560,
123.446846,43.234173,1323,551,933,383,-0.4286930,351,618,-480,14.77,190,5,287935,
122.581650,43.534477,1495,795,1595,587,0.2681263,386,1233,755,15.33,271,5,291777,
123.479782,43.424000,1746,1127,2043,671,-0.5628728,448,495,-331,14.34,309,5,292893,
122.178513,43.222683,1340,595,1169,387,-0.3532680,829,809,-401,14.93,138,5,295532,
123.089310,51.543930,1170,523,1182,337,-0.5350472,324,393,-945,15.05,263,5,330723,
123.904907,52.234417,1428,739,1220,538,-0.5066019,515,976,950,16.43,297,5,334185,
121.998390,54.714100,1839,948,1553,460,-0.5425481,380,629,1042,16.40,237,5,344450,
123.254677,56.797054,1213,618,1315,356,-0.5706839,564,701,246,16.50,209,5,346722,
123.908783,55.559212,1544,787,1474,488,-0.5167408,452,447,-837,14.21,153,5,350065,
123.510109,55.718014,1698,918,1648,686,-0.5535483,469,1003,1098,16.56,172,5,350603,
123.475708,55.272102,1095,499,1265,414,0.2193754,285,2967,8692,15.18,176,4,351485,
123.778877,56.235680,1428,735,880,361,-0.5529737,529,920,-208,15.83,277,5,353010,
123.573959,57.789803,1363,661,1021,311,-0.4589702,323,1451,3672,15.77,158,5,353953,
122.806274,65.345970,1610,839,1501,544,-0.5064235,596,892,-363,15.33,211,5,361795,
125.611885,23.661579,1084,518,1288,316,-0.5081455,443,567,-350,16.40,576,5,370327,
125.500969,24.158718,1845,1052,1708,679,-0.6438670,424,759,-146,16.33,401,5,370495,
125.376030,24.147287,1149,454,675,52,-0.4818415,401,223,-1073,15.60,597,5,374379,
125.709984,23.279343,1525,836,1455,355,-0.6117424,420,142,770,16.83,574,5,375186,
125.863274,24.819859,1795,1192,1777,715,-0.2414574,377,1702,2882,16.16,580,4,377162,
125.850586,24.259050,1104,496,744,327,-0.4554037,629,644,-919,15.06,598,5,379033,
125.426567,25.356518,1388,716,942,440,-0.5375361,633,849,-650,15.08,598,5,379731,
124.648392,26.243254,1856,1087,1847,630,-0.5928336,546,1057,2401,15.79,580,5,389895,
125.580910,27.479330,1089,139,588,131,-0.2398634,448,425,-706,16.01,617,5,400425,
125.616737,28.507561,1065,386,1259,491,-0.5298719,426,4144,30634,16.51,380,5,403779,
125.024422,28.871553,1716,983,1694,540,-0.0822362,425,2308,4950,15.25,474,4,407281,
125.013168,29.756666,1396,638,1320,397,-0.4338230,403,341,-1205,15.26,330,5,420220,
125.657967,32.306686,691,514,1602,328,-0.2907928,489,514,-1032,14.20,340,5,433308,
125.709572,31.679592,1128,-25,783,157,-0.3260985,349,420,59,15.87,341,5,440750,
124.905769,32.373302,1074,126,857,218,-0.4097714,315,92,-1005,15.48,351,5,440879,
125.779350,31.839336,1747,1053,1956,585,-0.6057147,567,631,-877,14.43,351,5,444083,
125.053688,34.603489,1387,624,1410,465,-0.4809297,390,205,-540,14.10,357,5,445712,
124.962685,34.839447,1165,378,1069,253,-0.3434783,431,367,-441,14.06,354,5,451311,
125.000198,33.499069,1203,593,1622,423,-0.3389535,789,982,-221,14.99,377,5,452441,
125.611038,33.411442,1077,195,856,267,-0.1977231,308,832,-711,14.39,355,5,452488,
125.469208,34.346138,1264,585,878,339,-0.4943617,446,253,-1253,15.39,382,5,458198,
124.781700,36.852768,1880,1030,1639,664,-0.5251226,711,4558,30591,15.66,313,5,463861,
125.846397,36.626556,1071,337,1125,321,0.0409424,571,2396,5325,16.09,246,5,465267,
125.868637,36.129898,1847,958,1498,550,-0.5750384,430,674,-381,16.26,318,5,468106,
125.390327,35.205444,1434,720,1295,392,-0.5499588,746,832,-584,14.73,367,5,468548,
124.642662,38.411564,1351,269,1638,370,-0.4630075,397,382,-785,14.66,286,5,477364,
124.358025,37.988144,1189,632,1357,380,-0.4506080,409,652,52,14.34,278,5,477871,
125.697990,39.724285,1853,1079,1628,606,-0.6091549,659,752,-577,16.64,290,5,491901,
124.344566,42.491241,1344,644,1491,468,-0.4816492,448,590,-673,15.56,291,5,505485,
124.984985,44.735027,2141,1449,2128,708,-0.3704283,374,4098,28365,15.92,263,5,514207,
125.871437,43.318623,1312,653,1235,348,-0.4766047,549,-279,6023,15.20,194,5,518233,
125.977097,43.639805,1633,817,864,414,-0.5331517,757,810,-539,15.72,304,5,519732,
125.461403,46.713371,1076,233,1231,261,-0.3654361,320,479,-934,14.15,257,5,522416,
124.658844,45.323792,1306,636,1167,479,-0.4537992,806,-71,845,16.92,236,5,525739,
125.071373,47.784565,1223,594,1516,502,-0.5090952,513,823,-299,14.90,113,5,531331,
125.794502,47.751759,1955,1212,1775,649,0.1531936,421,3081,11316,16.25,236,4,533976,
124.866905,48.866920,1189,424,1517,430,-0.3743028,473,1404,1692,15.02,158,5,538267,
125.716934,49.323826,1901,1177,1945,656,-0.6180857,751,950,789,16.76,243,5,548794,
124.242027,49.198116,1378,719,1426,475,-0.5111942,360,219,-728,15.31,152,5,548881,
125.650200,51.090157,13,62,687,364,-0.8072263,1028,2042,5921,15.28,300,5,549204,
124.170128,54.442822,1672,901,1616,569,-0.5759862,376,766,-606,15.24,232,5,560275,
125.978905,54.628094,1137,68,771,54,-1.0636623,371,-72,-652,16.24,234,6,565638,
125.083366,56.656837,1814,1012,1704,646,-0.6027172,342,849,1924,15.99,238,5,565920,
125.301193,56.040035,1123,517,963,274,-0.4811703,531,479,-1155,15.16,202,5,566615,
124.687843,56.599270,1682,921,1690,584,-0.6105734,717,798,-230,16.40,226,5,569135,
125.610916,58.901001,1673,980,1644,612,-0.5266605,591,1112,197,15.51,185,5,575145,
124.011230,58.305096,1124,166,833,137,-0.4222084,356,629,-527,15.07,79,5,575883,
127.808205,19.830988,1433,802,1460,658,-0.5853893,581,717,-619,15.97,529,5,602919,
126.046898,22.131489,1208,549,1107,348,-0.4607143,419,657,-873,15.01,570,5,616222,
126.884315,24.782326,1318,662,1338,408,-0.4348951,595,699,-848,15.34,442,5,621395,
126.918114,24.694759,1344,637,1258,348,-0.5189331,571,930,373,16.34,568,5,624656,
127.497078,24.470734,2349,1443,2158,757,-0.6383553,407,677,-666,15.69,597,5,629195,
126.099144,24.440350,1300,764,1557,440,-0.5318610,675,505,-1180,14.95,387,5,636251,
126.899742,24.935692,1485,831,1365,730,-0.5911548,727,669,844,16.66,577,5,637718,
126.913437,23.877260,1691,1064,1864,523,-0.5921029,564,835,-4,16.89,594,5,637802,
126.379814,25.440027,1764,938,1960,589,0.1251847,469,1944,3751,15.76,517,4,654062,
127.321411,28.175888,1458,822,1412,620,-0.5940562,552,3330,20666,16.25,349,5,665332,
127.696144,28.989159,555,569,1780,348,-0.4751924,529,469,-676,14.02,363,5,666805,
127.270439,27.625051,1343,703,1420,547,-0.5531228,571,447,-661,16.64,399,5,668072,
126.730675,27.370779,1373,807,1920,440,-0.5473520,444,3244,31244,16.36,528,5,672294,
127.071701,30.836960,1769,1436,2322,793,-0.1225560,494,3137,10495,14.76,347,4,677788,
126.466881,30.531746,1875,881,1782,587,-0.5304784,804,827,-580,14.70,286,5,685989,
126.031174,32.545956,799,712,1857,398,-0.5240588,345,463,-591,14.67,360,5,691815,
127.860474,31.545332,1404,659,2141,322,-0.5753486,315,7284,57647,14.66,156,5,695343,
126.550461,32.001156,1910,502,2082,632,-0.4883264,523,1413,3613,14.57,265,5,701058,
127.456459,32.683113,1572,789,1546,543,-0.5348998,846,684,-845,15.14,257,5,702465,
127.281372,31.924885,1357,645,1339,543,-0.5274029,566,717,-864,15.03,357,5,703406,
126.186653,33.025406,1089,364,968,256,-0.4536646,575,442,-1237,14.64,280,5,704333,
126.251343,34.325600,1754,1026,1769,652,-0.5969070,333,197,-675,16.32,239,5,705430,
127.541397,33.540771,1062,546,1419,309,-0.5064054,600,698,-770,16.10,259,5,711716,
126.522934,36.696442,1017,427,1237,513,-0.4661225,449,506,-197,16.40,234,5,717917,
126.212967,35.059666,1339,682,1405,475,-0.5116833,305,240,-704,15.18,309,5,718728,
126.189362,38.524048,1371,743,1823,561,-0.5699282,560,864,167,16.61,157,5,734806,
126.576820,40.623386,284,143,1861,260,-0.4175764,412,243,-1237,14.81,219,5,746911,
127.878166,39.734016,1555,751,1732,390,-0.5423058,578,336,-1120,16.22,330,5,747079,
127.325836,42.027599,2566,2144,2609,862,0.2885291,346,2663,6759,14.94,294,4,762911,
126.319237,43.492214,980,594,1508,318,-0.6671073,447,543,-693,16.11,301,5,767072,
126.934235,43.846745,1950,1134,1295,646,-0.6289709,638,744,-723,15.63,277,5,767277,
126.385605,44.797901,1074,524,1285,310,-0.4663487,659,1210,772,15.05,164,5,770627,
127.066261,45.376022,1026,325,1269,373,-0.4179128,458,465,-941,15.66,289,5,782055,
127.565010,45.367046,1193,621,1295,391,-0.4932123,465,415,-952,14.41,205,5,783334,
127.377502,45.351280,1706,850,1807,558,-0.4884027,553,774,-637,14.41,284,5,784446,
127.229393,50.766399,1265,572,1512,517,-0.5134051,435,454,-579,16.54,221,5,799320,
126.922729,49.437599,1573,751,1278,430,-0.5519541,348,246,-105,15.85,333,5,799685,
127.479156,49.325844,1079,-43,973,234,-1.2760520,-99990,-135,627,16.15,282,6,801247,
127.353676,51.179279,1214,602,1372,327,-0.5451810,363,526,-270,15.88,270,5,808583,
127.093483,54.797279,1242,711,1165,306,-0.5767164,415,254,-256,16.21,237,5,812096,
126.558212,53.720360,1149,-35,848,100,-1.1892636,-99990,-637,-662,15.05,233,6,817360,
127.112396,57.485271,1968,1046,1333,624,-0.4306472,684,1502,1454,16.05,195,5,826908,
127.281044,59.625408,1339,692,916,433,-0.5355463,522,599,-590,15.95,176,5,835496,
126.909256,61.342197,1503,931,1838,622,-0.4162732,343,606,72,15.29,178,5,838906,
168.679138,803,1499,608,0.0474883,540,3851,18248,16.69,102,4,855171,
169.714142,19.342487,1918,1021,1758,704,-0.6052542,708,867,-459,15.89,289,5,856137,
168.530533,21.752581,1810,985,1534,622,-0.5656834,385,679,-499,15.17,304,5,868267,
168.270996,21.469740,1557,1018,1870,697,-0.4484975,440,1418,1625,15.90,319,5,872160,
169.678116,27.530655,1193,335,1742,420,-0.4714599,690,780,-365,14.09,290,5,902168,
169.204483,1781,1003,1479,741,0.6647404,444,2939,8979,15.25,581,4,913320,
168.816452,1117,-200,896,147,-0.0564095,547,1763,2606,16.18,514,4,918281,
168.145935,931,466,1097,272,-0.5321050,443,433,-161,15.58,550,5,921843,
168.584198,2318,1896,2655,812,-0.0425699,375,2409,6822,16.21,577,4,924405,
168.195541,32.777412,1611,856,2053,503,-0.5424466,594,1077,1409,14.47,276,5,932204,
169.026184,38.207489,887,356,1382,364,-0.5074254,497,711,1820,16.52,313,5,956738,
169.449310,43.506588,1604,913,1578,598,-0.1284516,493,2373,5369,14.26,233,4,980281,
169.829575,45.794773,1359,725,1342,429,-0.5335253,345,774,-537,14.87,253,5,985609,
169.652420,47.320984,2188,1275,2031,730,-0.6103680,836,712,-194,16.93,282,5,991385,
168.263199,1550,763,1734,457,-0.5412791,483,1584,6263,14.48,493,5,999498,
169.096771,1664,1002,1455,598,-0.6092626,424,628,-782,14.76,593,5,1009459,
168.135025,51.014339,1041,211,870,223,-0.4404931,374,793,-195,15.70,166,5,1014960,
169.384384,53.303658,2250,1546,1931,770,-0.6047382,845,1037,-50,16.05,271,5,1018967,
169.550766,53.459976,1101,-23,902,367,-0.1114257,511,1322,890,15.96,278,4,1019294,
169.248032,58.532803,1840,1170,1948,526,-0.6035199,780,973,1097,16.94,151,5,1031776,
168.062149,65.801857,1426,715,906,521,-0.5450180,684,1032,-164,15.53,216,5,1045095,
168.354202,65.678604,1044,126,846,222,-0.3705037,369,484,-297,14.92,215,5,1045890,
169.703415,1484,801,1839,671,-0.5743614,347,353,-702,16.22,570,5,1050401,
169.785492,75.240776,1528,783,1053,425,-0.5585751,623,720,-189,15.60,147,5,1066477,
169.364914,77.435577,1016,790,1712,416,-0.4698721,470,213,-965,14.21,173,5,1068312,
169.780441,1070,-110,789,188,-1.3005873,200,-631,908,16.50,217,6,1071182,
169.243103,10.257625,1211,564,1192,323,-0.4740888,433,534,-528,16.54,508,5,1071236,
169.929260,2134,1421,1981,740,-0.5498048,486,1556,2212,15.82,464,5,1072236,
